X Coordinate, Y Coordinate, Z Coordinate
1619.5242,227.8738,-0.0972,
1619.9436,228.5202,-0.1748,
1619.5242,227.8738,-0.0972,
1620.0660,228.0321,-0.1727,
1619.9436,228.5202,-0.1748,
1619.9436,228.5202,-0.1748,
1620.0660,228.0321,-0.1727,
1620.4889,228.6666,-0.2729,
1620.0660,228.0321,-0.1727,
1620.6047,228.1895,-0.2696,
1620.4889,228.6666,-0.2729,
1620.4889,228.6666,-0.2729,
1620.6047,228.1895,-0.2696,
1621.0302,228.8120,-0.3924,
1620.6047,228.1895,-0.2696,
1621.1396,228.3458,-0.3877,
1621.0302,228.8120,-0.3924,
1621.0302,228.8120,-0.3924,
1621.1396,228.3458,-0.3877,
1621.5667,228.9560,-0.5333,
1621.1396,228.3458,-0.3877,
1621.6698,228.5007,-0.5268,
1621.5667,228.9560,-0.5333,
1621.5667,228.9560,-0.5333,
1621.6698,228.5007,-0.5268,
1622.0977,229.0985,-0.6953,
1621.6698,228.5007,-0.5268,
1622.1946,228.6539,-0.6869,
1622.0977,229.0985,-0.6953,
1622.0977,229.0985,-0.6953,
1622.1946,228.6539,-0.6869,
1622.6222,229.2394,-0.8781,
1622.1946,228.6539,-0.6869,
1622.7130,228.8054,-0.8676,
1622.6222,229.2394,-0.8781,
1622.6222,229.2394,-0.8781,
1622.7130,228.8054,-0.8676,
1623.1395,229.3783,-1.0816,
1622.7130,228.8054,-0.8676,
1623.2245,228.9548,-1.0686,
1623.1395,229.3783,-1.0816,
1623.1395,229.3783,-1.0816,
1623.2245,228.9548,-1.0686,
1623.6490,229.5151,-1.3054,
1623.2245,228.9548,-1.0686,
1623.7284,229.1020,-1.2897,
1623.6490,229.5151,-1.3054,
1623.6490,229.5151,-1.3054,
1623.7284,229.1020,-1.2897,
1624.1499,229.6496,-1.5491,
1623.7284,229.1020,-1.2897,
1624.2239,229.2467,-1.5307,
1624.1499,229.6496,-1.5491,
1624.1499,229.6496,-1.5491,
1624.2239,229.2467,-1.5307,
1624.6415,229.7816,-1.8125,
1624.2239,229.2467,-1.5307,
1624.7101,229.3888,-1.7910,
1624.6415,229.7816,-1.8125,
1624.6415,229.7816,-1.8125,
1624.7101,229.3888,-1.7910,
1625.1229,229.9109,-2.0952,
1624.7101,229.3888,-1.7910,
1625.1865,229.5280,-2.0704,
1625.1229,229.9109,-2.0952,
1625.1229,229.9109,-2.0952,
1625.1865,229.5280,-2.0704,
1625.5936,230.0372,-2.3967,
1625.1865,229.5280,-2.0704,
1625.6525,229.6641,-2.3684,
1625.5936,230.0372,-2.3967,
1625.5936,230.0372,-2.3967,
1625.6525,229.6641,-2.3684,
1626.0529,230.1605,-2.7166,
1625.6525,229.6641,-2.3684,
1626.1072,229.7969,-2.6846,
1626.0529,230.1605,-2.7166,
1626.0529,230.1605,-2.7166,
1626.1072,229.7969,-2.6846,
1626.4999,230.2806,-3.0544,
1626.1072,229.7969,-2.6846,
1626.5500,229.9263,-3.0186,
1626.4999,230.2806,-3.0544,
1626.4999,230.2806,-3.0544,
1626.5500,229.9263,-3.0186,
1626.9343,230.3972,-3.4096,
1626.5500,229.9263,-3.0186,
1626.9805,230.0520,-3.3699,
1626.9343,230.3972,-3.4096,
1626.9343,230.3972,-3.4096,
1626.9805,230.0520,-3.3699,
1627.3551,230.5102,-3.7818,
1626.9805,230.0520,-3.3699,
1627.3977,230.1739,-3.7379,
1627.3551,230.5102,-3.7818,
1627.3551,230.5102,-3.7818,
1627.3977,230.1739,-3.7379,
1627.7620,230.6194,-4.1704,
1627.3977,230.1739,-3.7379,
1627.8013,230.2918,-4.1222,
1627.7620,230.6194,-4.1704,
1627.7620,230.6194,-4.1704,
1627.8013,230.2918,-4.1222,
1628.1542,230.7247,-4.5747,
1627.8013,230.2918,-4.1222,
1628.1906,230.4055,-4.5221,
1628.1542,230.7247,-4.5747,
1628.1542,230.7247,-4.5747,
1628.1906,230.4055,-4.5221,
1628.5311,230.8259,-4.9943,
1628.1906,230.4055,-4.5221,
1628.5649,230.5149,-4.9372,
1628.5311,230.8259,-4.9943,
1628.5311,230.8259,-4.9943,
1628.5649,230.5149,-4.9372,
1628.8925,230.9229,-5.4284,
1628.5649,230.5149,-4.9372,
1628.9241,230.6198,-5.3668,
1628.8925,230.9229,-5.4284,
1628.8925,230.9229,-5.4284,
1628.9241,230.6198,-5.3668,
1629.2373,231.0156,-5.8766,
1628.9241,230.6198,-5.3668,
1629.2671,230.7200,-5.8102,
1629.2373,231.0156,-5.8766,
1629.2373,231.0156,-5.8766,
1629.2671,230.7200,-5.8102,
1629.5938,230.8155,-6.2669,
1629.2671,230.7200,-5.8102,
1629.3036,230.4312,-5.7472,
1629.5938,230.8155,-6.2669,
1629.5938,230.8155,-6.2669,
1629.3036,230.4312,-5.7472,
1629.6285,230.5339,-6.1995,
1629.3036,230.4312,-5.7472,
1629.3467,230.1490,-5.6876,
1629.6285,230.5339,-6.1995,
1629.7173,229.9904,-6.0751,
1629.6766,230.2177,-6.1261,
1629.3467,230.1490,-5.6876,
1629.6766,230.2177,-6.1261,
1629.6698,230.2590,-6.1355,
1629.3467,230.1490,-5.6876,
1629.3467,230.1490,-5.6876,
1629.6698,230.2590,-6.1355,
1629.6285,230.5339,-6.1995,
1618.3918,225.8573,0.0000,
1618.5782,225.3637,0.0000,
1618.9180,226.0493,-0.0105,
1618.5782,225.3637,0.0000,
1619.0973,225.5661,-0.0104,
1618.9180,226.0493,-0.0105,
1618.9180,226.0493,-0.0105,
1619.0973,225.5661,-0.0104,
1619.4432,226.2410,-0.0418,
1619.0973,225.5661,-0.0104,
1619.6157,225.7682,-0.0414,
1619.4432,226.2410,-0.0418,
1619.4432,226.2410,-0.0418,
1619.6157,225.7682,-0.0414,
1619.9672,226.4322,-0.0940,
1619.6157,225.7682,-0.0414,
1620.1326,225.9698,-0.0931,
1619.9672,226.4322,-0.0940,
1619.9672,226.4322,-0.0940,
1620.1326,225.9698,-0.0931,
1620.4888,226.6226,-0.1670,
1620.1326,225.9698,-0.0931,
1620.6473,226.1705,-0.1653,
1620.4888,226.6226,-0.1670,
1620.4888,226.6226,-0.1670,
1620.6473,226.1705,-0.1653,
1621.0074,226.8119,-0.2607,
1620.6473,226.1705,-0.1653,
1621.1593,226.3702,-0.2581,
1621.0074,226.8119,-0.2607,
1621.0074,226.8119,-0.2607,
1621.1593,226.3702,-0.2581,
1621.5226,226.9999,-0.3749,
1621.1593,226.3702,-0.2581,
1621.6676,226.5684,-0.3711,
1621.5226,226.9999,-0.3749,
1621.5226,226.9999,-0.3749,
1621.6676,226.5684,-0.3711,
1622.0333,227.1863,-0.5095,
1621.6676,226.5684,-0.3711,
1622.1718,226.7650,-0.5044,
1622.0333,227.1863,-0.5095,
1622.0333,227.1863,-0.5095,
1622.1718,226.7650,-0.5044,
1622.5389,227.3708,-0.6643,
1622.1718,226.7650,-0.5044,
1622.6709,226.9596,-0.6577,
1622.5389,227.3708,-0.6643,
1622.5389,227.3708,-0.6643,
1622.6709,226.9596,-0.6577,
1623.0388,227.5532,-0.8391,
1622.6709,226.9596,-0.6577,
1623.1644,227.1521,-0.8307,
1623.0388,227.5532,-0.8391,
1623.0388,227.5532,-0.8391,
1623.1644,227.1521,-0.8307,
1623.5322,227.7333,-1.0337,
1623.1644,227.1521,-0.8307,
1623.6515,227.3421,-1.0233,
1623.5322,227.7333,-1.0337,
1623.5322,227.7333,-1.0337,
1623.6515,227.3421,-1.0233,
1624.0184,227.9107,-1.2477,
1623.6515,227.3421,-1.0233,
1624.1317,227.5293,-1.2353,
1624.0184,227.9107,-1.2477,
1624.0184,227.9107,-1.2477,
1624.1317,227.5293,-1.2353,
1624.4968,228.0853,-1.4809,
1624.1317,227.5293,-1.2353,
1624.6042,227.7136,-1.4662,
1624.4968,228.0853,-1.4809,
1624.4968,228.0853,-1.4809,
1624.6042,227.7136,-1.4662,
1624.9667,228.2568,-1.7329,
1624.6042,227.7136,-1.4662,
1625.0685,227.8946,-1.7157,
1624.9667,228.2568,-1.7329,
1624.9667,228.2568,-1.7329,
1625.0685,227.8946,-1.7157,
1625.4274,228.4249,-2.0035,
1625.0685,227.8946,-1.7157,
1625.5236,228.0721,-1.9837,
1625.4274,228.4249,-2.0035,
1625.4274,228.4249,-2.0035,
1625.5236,228.0721,-1.9837,
1625.8782,228.5895,-2.2921,
1625.5236,228.0721,-1.9837,
1625.9692,228.2459,-2.2695,
1625.8782,228.5895,-2.2921,
1625.8782,228.5895,-2.2921,
1625.9692,228.2459,-2.2695,
1626.3187,228.7502,-2.5985,
1625.9692,228.2459,-2.2695,
1626.4047,228.4157,-2.5730,
1626.3187,228.7502,-2.5985,
1626.3187,228.7502,-2.5985,
1626.4047,228.4157,-2.5730,
1626.7480,228.9069,-2.9222,
1626.4047,228.4157,-2.5730,
1626.8293,228.5813,-2.8936,
1626.7480,228.9069,-2.9222,
1626.7480,228.9069,-2.9222,
1626.8293,228.5813,-2.8936,
1627.1658,229.0594,-3.2627,
1626.8293,228.5813,-2.8936,
1627.2426,228.7424,-3.2309,
1627.1658,229.0594,-3.2627,
1627.1658,229.0594,-3.2627,
1627.2426,228.7424,-3.2309,
1627.5713,229.2074,-3.6196,
1627.2426,228.7424,-3.2309,
1627.6438,228.8989,-3.5844,
1627.5713,229.2074,-3.6196,
1627.5713,229.2074,-3.6196,
1627.6438,228.8989,-3.5844,
1627.9641,229.3507,-3.9923,
1627.6438,228.8989,-3.5844,
1628.0327,229.0505,-3.9537,
1627.9641,229.3507,-3.9923,
1627.9641,229.3507,-3.9923,
1628.0327,229.0505,-3.9537,
1628.3435,229.4891,-4.3804,
1628.0327,229.0505,-3.9537,
1628.4084,229.1970,-4.3383,
1628.3435,229.4891,-4.3804,
1628.3435,229.4891,-4.3804,
1628.4084,229.1970,-4.3383,
1628.7090,229.6225,-4.7833,
1628.4084,229.1970,-4.3383,
1628.7706,229.3383,-4.7376,
1628.7090,229.6225,-4.7833,
1628.7090,229.6225,-4.7833,
1628.7706,229.3383,-4.7376,
1629.0601,229.7506,-5.2004,
1628.7706,229.3383,-4.7376,
1629.1187,229.4740,-5.1510,
1629.0601,229.7506,-5.2004,
1629.0601,229.7506,-5.2004,
1629.1187,229.4740,-5.1510,
1629.3964,229.8733,-5.6312,
1629.1187,229.4740,-5.1510,
1629.4523,229.6041,-5.5780,
1629.3964,229.8733,-5.6312,
1618.2145,226.3605,0.0000,
1618.3918,225.8573,0.0000,
1618.7474,226.5419,-0.0106,
1618.3918,225.8573,0.0000,
1618.9180,226.0493,-0.0105,
1618.7474,226.5419,-0.0106,
1618.7474,226.5419,-0.0106,
1618.9180,226.0493,-0.0105,
1619.2797,226.7230,-0.0423,
1618.9180,226.0493,-0.0105,
1619.4432,226.2410,-0.0418,
1619.2797,226.7230,-0.0423,
1619.2797,226.7230,-0.0423,
1619.4432,226.2410,-0.0418,
1619.8103,226.9036,-0.0950,
1619.4432,226.2410,-0.0418,
1619.9672,226.4322,-0.0940,
1619.8103,226.9036,-0.0950,
1619.8103,226.9036,-0.0950,
1619.9672,226.4322,-0.0940,
1620.3389,227.0835,-0.1688,
1619.9672,226.4322,-0.0940,
1620.4888,226.6226,-0.1670,
1620.3389,227.0835,-0.1688,
1620.3389,227.0835,-0.1688,
1620.4888,226.6226,-0.1670,
1620.8644,227.2623,-0.2635,
1620.4888,226.6226,-0.1670,
1621.0074,226.8119,-0.2607,
1620.8644,227.2623,-0.2635,
1620.8644,227.2623,-0.2635,
1621.0074,226.8119,-0.2607,
1621.3861,227.4398,-0.3789,
1621.0074,226.8119,-0.2607,
1621.5226,226.9999,-0.3749,
1621.3861,227.4398,-0.3789,
1621.3861,227.4398,-0.3789,
1621.5226,226.9999,-0.3749,
1621.9034,227.6159,-0.5150,
1621.5226,226.9999,-0.3749,
1622.0333,227.1863,-0.5095,
1621.9034,227.6159,-0.5150,
1621.9034,227.6159,-0.5150,
1622.0333,227.1863,-0.5095,
1622.4154,227.7902,-0.6714,
1622.0333,227.1863,-0.5095,
1622.5389,227.3708,-0.6643,
1622.4154,227.7902,-0.6714,
1622.4154,227.7902,-0.6714,
1622.5389,227.3708,-0.6643,
1622.9216,227.9624,-0.8481,
1622.5389,227.3708,-0.6643,
1623.0388,227.5532,-0.8391,
1622.9216,227.9624,-0.8481,
1622.9216,227.9624,-0.8481,
1623.0388,227.5532,-0.8391,
1623.4210,228.1324,-1.0447,
1623.0388,227.5532,-0.8391,
1623.5322,227.7333,-1.0337,
1623.4210,228.1324,-1.0447,
1623.4210,228.1324,-1.0447,
1623.5322,227.7333,-1.0337,
1623.9133,228.2999,-1.2609,
1623.5322,227.7333,-1.0337,
1624.0184,227.9107,-1.2477,
1623.9133,228.2999,-1.2609,
1623.9133,228.2999,-1.2609,
1624.0184,227.9107,-1.2477,
1624.3975,228.4647,-1.4966,
1624.0184,227.9107,-1.2477,
1624.4968,228.0853,-1.4809,
1624.3975,228.4647,-1.4966,
1624.3975,228.4647,-1.4966,
1624.4968,228.0853,-1.4809,
1624.8729,228.6265,-1.7512,
1624.4968,228.0853,-1.4809,
1624.9667,228.2568,-1.7329,
1624.8729,228.6265,-1.7512,
1624.8729,228.6265,-1.7512,
1624.9667,228.2568,-1.7329,
1625.3390,228.7851,-2.0245,
1624.9667,228.2568,-1.7329,
1625.4274,228.4249,-2.0035,
1625.3390,228.7851,-2.0245,
1625.3390,228.7851,-2.0245,
1625.4274,228.4249,-2.0035,
1625.7950,228.9403,-2.3161,
1625.4274,228.4249,-2.0035,
1625.8782,228.5895,-2.2921,
1625.7950,228.9403,-2.3161,
1625.7950,228.9403,-2.3161,
1625.8782,228.5895,-2.2921,
1626.2404,229.0919,-2.6256,
1625.8782,228.5895,-2.2921,
1626.3187,228.7502,-2.5985,
1626.2404,229.0919,-2.6256,
1626.2404,229.0919,-2.6256,
1626.3187,228.7502,-2.5985,
1626.6744,229.2395,-2.9525,
1626.3187,228.7502,-2.5985,
1626.7480,228.9069,-2.9222,
1626.6744,229.2395,-2.9525,
1626.6744,229.2395,-2.9525,
1626.7480,228.9069,-2.9222,
1627.0964,229.3832,-3.2964,
1626.7480,228.9069,-2.9222,
1627.1658,229.0594,-3.2627,
1627.0964,229.3832,-3.2964,
1627.0964,229.3832,-3.2964,
1627.1658,229.0594,-3.2627,
1627.5060,229.5226,-3.6568,
1627.1658,229.0594,-3.2627,
1627.5713,229.2074,-3.6196,
1627.5060,229.5226,-3.6568,
1627.5060,229.5226,-3.6568,
1627.5713,229.2074,-3.6196,
1627.9025,229.6575,-4.0332,
1627.5713,229.2074,-3.6196,
1627.9641,229.3507,-3.9923,
1627.9025,229.6575,-4.0332,
1627.9025,229.6575,-4.0332,
1627.9641,229.3507,-3.9923,
1628.2854,229.7878,-4.4250,
1627.9641,229.3507,-3.9923,
1628.3435,229.4891,-4.3804,
1628.2854,229.7878,-4.4250,
1628.2854,229.7878,-4.4250,
1628.3435,229.4891,-4.3804,
1628.6541,229.9133,-4.8317,
1628.3435,229.4891,-4.3804,
1628.7090,229.6225,-4.7833,
1628.6541,229.9133,-4.8317,
1628.6541,229.9133,-4.8317,
1628.7090,229.6225,-4.7833,
1629.0079,230.0337,-5.2528,
1628.7090,229.6225,-4.7833,
1629.0601,229.7506,-5.2004,
1629.0079,230.0337,-5.2528,
1629.0079,230.0337,-5.2528,
1629.0601,229.7506,-5.2004,
1629.3467,230.1490,-5.6876,
1629.0601,229.7506,-5.2004,
1629.3964,229.8733,-5.6312,
1629.3467,230.1490,-5.6876,
1629.3467,230.1490,-5.6876,
1629.3964,229.8733,-5.6312,
1629.7173,229.9904,-6.0751,
1629.3964,229.8733,-5.6312,
1629.4523,229.6041,-5.5780,
1629.7173,229.9904,-6.0751,
1629.8302,229.4724,-5.9643,
1629.7988,229.6034,-5.9916,
1629.4523,229.6041,-5.5780,
1629.7988,229.6034,-5.9916,
1629.7708,229.7283,-6.0180,
1629.4523,229.6041,-5.5780,
1629.4523,229.6041,-5.5780,
1629.7708,229.7283,-6.0180,
1629.7173,229.9904,-6.0751,
1618.7732,224.8793,0.0000,
1618.9767,224.4041,0.0000,
1619.2853,225.0920,-0.0103,
1618.9767,224.4041,0.0000,
1619.4817,224.6269,-0.0102,
1619.2853,225.0920,-0.0103,
1619.2853,225.0920,-0.0103,
1619.4817,224.6269,-0.0102,
1619.7965,225.3044,-0.0410,
1619.4817,224.6269,-0.0102,
1619.9860,224.8494,-0.0406,
1619.7965,225.3044,-0.0410,
1619.7965,225.3044,-0.0410,
1619.9860,224.8494,-0.0406,
1620.3065,225.5163,-0.0922,
1619.9860,224.8494,-0.0406,
1620.4889,225.0714,-0.0913,
1620.3065,225.5163,-0.0922,
1620.3065,225.5163,-0.0922,
1620.4889,225.0714,-0.0913,
1620.8143,225.7272,-0.1637,
1620.4889,225.0714,-0.0913,
1620.9896,225.2924,-0.1623,
1620.8143,225.7272,-0.1637,
1620.8143,225.7272,-0.1637,
1620.9896,225.2924,-0.1623,
1621.3195,225.9370,-0.2556,
1620.9896,225.2924,-0.1623,
1621.4879,225.5122,-0.2533,
1621.3195,225.9370,-0.2556,
1621.3195,225.9370,-0.2556,
1621.4879,225.5122,-0.2533,
1621.8210,226.1454,-0.3676,
1621.4879,225.5122,-0.2533,
1621.9825,225.7306,-0.3642,
1621.8210,226.1454,-0.3676,
1621.8210,226.1454,-0.3676,
1621.9825,225.7306,-0.3642,
1622.3184,226.3520,-0.4996,
1621.9825,225.7306,-0.3642,
1622.4733,225.9471,-0.4950,
1622.3184,226.3520,-0.4996,
1622.3184,226.3520,-0.4996,
1622.4733,225.9471,-0.4950,
1622.8109,226.5566,-0.6514,
1622.4733,225.9471,-0.4950,
1622.9591,226.1615,-0.6455,
1622.8109,226.5566,-0.6514,
1622.8109,226.5566,-0.6514,
1622.9591,226.1615,-0.6455,
1623.2981,226.7589,-0.8228,
1622.9591,226.1615,-0.6455,
1623.4397,226.3736,-0.8154,
1623.2981,226.7589,-0.8228,
1623.2981,226.7589,-0.8228,
1623.4397,226.3736,-0.8154,
1623.7789,226.9587,-1.0136,
1623.4397,226.3736,-0.8154,
1623.9141,226.5830,-1.0045,
1623.7789,226.9587,-1.0136,
1623.7789,226.9587,-1.0136,
1623.9141,226.5830,-1.0045,
1624.2529,227.1556,-1.2235,
1623.9141,226.5830,-1.0045,
1624.3820,226.7894,-1.2125,
1624.2529,227.1556,-1.2235,
1624.2529,227.1556,-1.2235,
1624.3820,226.7894,-1.2125,
1624.7195,227.3494,-1.4523,
1624.3820,226.7894,-1.2125,
1624.8424,226.9926,-1.4393,
1624.7195,227.3494,-1.4523,
1624.7195,227.3494,-1.4523,
1624.8424,226.9926,-1.4393,
1625.1779,227.5398,-1.6996,
1624.8424,226.9926,-1.4393,
1625.2949,227.1923,-1.6844,
1625.1779,227.5398,-1.6996,
1625.1779,227.5398,-1.6996,
1625.2949,227.1923,-1.6844,
1625.6276,227.7266,-1.9650,
1625.2949,227.1923,-1.6844,
1625.7389,227.3883,-1.9475,
1625.6276,227.7266,-1.9650,
1625.6276,227.7266,-1.9650,
1625.7389,227.3883,-1.9475,
1626.0677,227.9095,-2.2483,
1625.7389,227.3883,-1.9475,
1626.1737,227.5801,-2.2283,
1626.0677,227.9095,-2.2483,
1626.0677,227.9095,-2.2483,
1626.1737,227.5801,-2.2283,
1626.4980,228.0882,-2.5490,
1626.1737,227.5801,-2.2283,
1626.5988,227.7677,-2.5264,
1626.4980,228.0882,-2.5490,
1626.4980,228.0882,-2.5490,
1626.5988,227.7677,-2.5264,
1626.9178,228.2626,-2.8667,
1626.5988,227.7677,-2.5264,
1627.0135,227.9507,-2.8414,
1626.9178,228.2626,-2.8667,
1626.9178,228.2626,-2.8667,
1627.0135,227.9507,-2.8414,
1627.3265,228.4323,-3.2010,
1627.0135,227.9507,-2.8414,
1627.4174,228.1290,-3.1729,
1627.3265,228.4323,-3.2010,
1627.3265,228.4323,-3.2010,
1627.4174,228.1290,-3.1729,
1627.7235,228.5972,-3.5514,
1627.4174,228.1290,-3.1729,
1627.8098,228.3022,-3.5204,
1627.7235,228.5972,-3.5514,
1627.7235,228.5972,-3.5514,
1627.8098,228.3022,-3.5204,
1628.1082,228.7570,-3.9175,
1627.8098,228.3022,-3.5204,
1628.1903,228.4701,-3.8834,
1628.1082,228.7570,-3.9175,
1628.1082,228.7570,-3.9175,
1628.1903,228.4701,-3.8834,
1628.4801,228.9115,-4.2987,
1628.1903,228.4701,-3.8834,
1628.5582,228.6324,-4.2615,
1628.4801,228.9115,-4.2987,
1628.4801,228.9115,-4.2987,
1628.5582,228.6324,-4.2615,
1628.8386,229.0605,-4.6945,
1628.5582,228.6324,-4.2615,
1628.9133,228.7891,-4.6541,
1628.8386,229.0605,-4.6945,
1628.8386,229.0605,-4.6945,
1628.9133,228.7891,-4.6541,
1629.1836,229.2038,-5.1045,
1628.9133,228.7891,-4.6541,
1629.2548,228.9398,-5.0608,
1629.1836,229.2038,-5.1045,
1629.1836,229.2038,-5.1045,
1629.2548,228.9398,-5.0608,
1629.5143,229.3412,-5.5279,
1629.2548,228.9398,-5.0608,
1629.5824,229.0844,-5.4809,
1629.5143,229.3412,-5.5279,
1618.5782,225.3637,0.0000,
1618.7732,224.8793,0.0000,
1619.0973,225.5661,-0.0104,
1618.7732,224.8793,0.0000,
1619.2853,225.0920,-0.0103,
1619.0973,225.5661,-0.0104,
1619.0973,225.5661,-0.0104,
1619.2853,225.0920,-0.0103,
1619.6157,225.7682,-0.0414,
1619.2853,225.0920,-0.0103,
1619.7965,225.3044,-0.0410,
1619.6157,225.7682,-0.0414,
1619.6157,225.7682,-0.0414,
1619.7965,225.3044,-0.0410,
1620.1326,225.9698,-0.0931,
1619.7965,225.3044,-0.0410,
1620.3065,225.5163,-0.0922,
1620.1326,225.9698,-0.0931,
1620.1326,225.9698,-0.0931,
1620.3065,225.5163,-0.0922,
1620.6473,226.1705,-0.1653,
1620.3065,225.5163,-0.0922,
1620.8143,225.7272,-0.1637,
1620.6473,226.1705,-0.1653,
1620.6473,226.1705,-0.1653,
1620.8143,225.7272,-0.1637,
1621.1593,226.3702,-0.2581,
1620.8143,225.7272,-0.1637,
1621.3195,225.9370,-0.2556,
1621.1593,226.3702,-0.2581,
1621.1593,226.3702,-0.2581,
1621.3195,225.9370,-0.2556,
1621.6676,226.5684,-0.3711,
1621.3195,225.9370,-0.2556,
1621.8210,226.1454,-0.3676,
1621.6676,226.5684,-0.3711,
1621.6676,226.5684,-0.3711,
1621.8210,226.1454,-0.3676,
1622.1718,226.7650,-0.5044,
1621.8210,226.1454,-0.3676,
1622.3184,226.3520,-0.4996,
1622.1718,226.7650,-0.5044,
1622.1718,226.7650,-0.5044,
1622.3184,226.3520,-0.4996,
1622.6709,226.9596,-0.6577,
1622.3184,226.3520,-0.4996,
1622.8109,226.5566,-0.6514,
1622.6709,226.9596,-0.6577,
1622.6709,226.9596,-0.6577,
1622.8109,226.5566,-0.6514,
1623.1644,227.1521,-0.8307,
1622.8109,226.5566,-0.6514,
1623.2981,226.7589,-0.8228,
1623.1644,227.1521,-0.8307,
1623.1644,227.1521,-0.8307,
1623.2981,226.7589,-0.8228,
1623.6515,227.3421,-1.0233,
1623.2981,226.7589,-0.8228,
1623.7789,226.9587,-1.0136,
1623.6515,227.3421,-1.0233,
1623.6515,227.3421,-1.0233,
1623.7789,226.9587,-1.0136,
1624.1317,227.5293,-1.2353,
1623.7789,226.9587,-1.0136,
1624.2529,227.1556,-1.2235,
1624.1317,227.5293,-1.2353,
1624.1317,227.5293,-1.2353,
1624.2529,227.1556,-1.2235,
1624.6042,227.7136,-1.4662,
1624.2529,227.1556,-1.2235,
1624.7195,227.3494,-1.4523,
1624.6042,227.7136,-1.4662,
1624.6042,227.7136,-1.4662,
1624.7195,227.3494,-1.4523,
1625.0685,227.8946,-1.7157,
1624.7195,227.3494,-1.4523,
1625.1779,227.5398,-1.6996,
1625.0685,227.8946,-1.7157,
1625.0685,227.8946,-1.7157,
1625.1779,227.5398,-1.6996,
1625.5236,228.0721,-1.9837,
1625.1779,227.5398,-1.6996,
1625.6276,227.7266,-1.9650,
1625.5236,228.0721,-1.9837,
1625.5236,228.0721,-1.9837,
1625.6276,227.7266,-1.9650,
1625.9692,228.2459,-2.2695,
1625.6276,227.7266,-1.9650,
1626.0677,227.9095,-2.2483,
1625.9692,228.2459,-2.2695,
1625.9692,228.2459,-2.2695,
1626.0677,227.9095,-2.2483,
1626.4047,228.4157,-2.5730,
1626.0677,227.9095,-2.2483,
1626.4980,228.0882,-2.5490,
1626.4047,228.4157,-2.5730,
1626.4047,228.4157,-2.5730,
1626.4980,228.0882,-2.5490,
1626.8293,228.5813,-2.8936,
1626.4980,228.0882,-2.5490,
1626.9178,228.2626,-2.8667,
1626.8293,228.5813,-2.8936,
1626.8293,228.5813,-2.8936,
1626.9178,228.2626,-2.8667,
1627.2426,228.7424,-3.2309,
1626.9178,228.2626,-2.8667,
1627.3265,228.4323,-3.2010,
1627.2426,228.7424,-3.2309,
1627.2426,228.7424,-3.2309,
1627.3265,228.4323,-3.2010,
1627.6438,228.8989,-3.5844,
1627.3265,228.4323,-3.2010,
1627.7235,228.5972,-3.5514,
1627.6438,228.8989,-3.5844,
1627.6438,228.8989,-3.5844,
1627.7235,228.5972,-3.5514,
1628.0327,229.0505,-3.9537,
1627.7235,228.5972,-3.5514,
1628.1082,228.7570,-3.9175,
1628.0327,229.0505,-3.9537,
1628.0327,229.0505,-3.9537,
1628.1082,228.7570,-3.9175,
1628.4084,229.1970,-4.3383,
1628.1082,228.7570,-3.9175,
1628.4801,228.9115,-4.2987,
1628.4084,229.1970,-4.3383,
1628.4084,229.1970,-4.3383,
1628.4801,228.9115,-4.2987,
1628.7706,229.3383,-4.7376,
1628.4801,228.9115,-4.2987,
1628.8386,229.0605,-4.6945,
1628.7706,229.3383,-4.7376,
1628.7706,229.3383,-4.7376,
1628.8386,229.0605,-4.6945,
1629.1187,229.4740,-5.1510,
1628.8386,229.0605,-4.6945,
1629.1836,229.2038,-5.1045,
1629.1187,229.4740,-5.1510,
1629.1187,229.4740,-5.1510,
1629.1836,229.2038,-5.1045,
1629.4523,229.6041,-5.5780,
1629.1836,229.2038,-5.1045,
1629.5143,229.3412,-5.5279,
1629.4523,229.6041,-5.5780,
1629.4523,229.6041,-5.5780,
1629.5143,229.3412,-5.5279,
1629.8302,229.4724,-5.9643,
1629.5143,229.3412,-5.5279,
1629.5824,229.0844,-5.4809,
1629.8302,229.4724,-5.9643,
1629.9668,228.9790,-5.8667,
1629.9564,229.0133,-5.8732,
1629.5824,229.0844,-5.4809,
1629.9564,229.0133,-5.8732,
1629.8956,229.2227,-5.9139,
1629.5824,229.0844,-5.4809,
1629.5824,229.0844,-5.4809,
1629.8956,229.2227,-5.9139,
1629.8302,229.4724,-5.9643,
1619.1886,223.9379,0.0000,
1619.4086,223.4806,0.0000,
1619.6864,224.1707,-0.0101,
1619.4086,223.4806,0.0000,
1619.8992,223.7233,-0.0100,
1619.6864,224.1707,-0.0101,
1619.6864,224.1707,-0.0101,
1619.8992,223.7233,-0.0100,
1620.1835,224.4032,-0.0403,
1619.8992,223.7233,-0.0100,
1620.3892,223.9656,-0.0399,
1620.1835,224.4032,-0.0403,
1620.1835,224.4032,-0.0403,
1620.3892,223.9656,-0.0399,
1620.6792,224.6351,-0.0906,
1620.3892,223.9656,-0.0399,
1620.8777,224.2073,-0.0898,
1620.6792,224.6351,-0.0906,
1620.6792,224.6351,-0.0906,
1620.8777,224.2073,-0.0898,
1621.1731,224.8661,-0.1609,
1620.8777,224.2073,-0.0898,
1621.3645,224.4481,-0.1596,
1621.1731,224.8661,-0.1609,
1621.1731,224.8661,-0.1609,
