X Coordinate, Y Coordinate, Z Coordinate
1639.4110,1180.6774,-4.1163,
1639.4110,1180.6774,-4.1163,
1638.6267,1180.7227,-3.9942,
1639.4501,1180.2295,-4.5611,
1638.6267,1180.7227,-3.9942,
1638.6851,1180.2787,-4.4265,
1639.4501,1180.2295,-4.5611,
1639.4501,1180.2295,-4.5611,
1638.6851,1180.2787,-4.4265,
1639.4875,1179.8008,-5.0244,
1638.6851,1180.2787,-4.4265,
1638.7411,1179.8528,-4.8771,
1639.4875,1179.8008,-5.0244,
1639.4875,1179.8008,-5.0244,
1638.7411,1179.8528,-4.8771,
1639.5233,1179.3917,-5.5054,
1638.7411,1179.8528,-4.8771,
1638.7947,1179.4459,-5.3450,
1639.5233,1179.3917,-5.5054,
1639.5233,1179.3917,-5.5054,
1638.7947,1179.4459,-5.3450,
1639.5573,1179.0034,-6.0033,
1638.7947,1179.4459,-5.3450,
1638.8457,1179.0586,-5.8296,
1639.5573,1179.0034,-6.0033,
1639.5573,1179.0034,-6.0033,
1638.8457,1179.0586,-5.8296,
1639.5894,1178.6362,-6.5172,
1638.8457,1179.0586,-5.8296,
1638.8939,1178.6915,-6.3300,
1639.5894,1178.6362,-6.5172,
1638.6089,1178.3605,-6.7508,
1638.8585,1178.3497,-6.8220,
1638.8939,1178.6915,-6.3300,
1638.8585,1178.3497,-6.8220,
1638.9395,1178.3453,-6.8453,
1638.8939,1178.6915,-6.3300,
1638.8939,1178.6915,-6.3300,
1638.9395,1178.3453,-6.8453,
1639.5894,1178.6362,-6.5172,
1638.9395,1178.3453,-6.8453,
1639.5786,1178.2952,-7.0338,
1639.5894,1178.6362,-6.5172,
1639.5894,1178.6362,-6.5172,
1639.5786,1178.2952,-7.0338,
1639.6195,1178.2910,-7.0462,
1636.7029,1190.7426,0.0000,
1636.1191,1190.6462,0.0000,
1636.7970,1190.1322,-0.0127,
1636.1191,1190.6462,0.0000,
1636.2257,1190.0425,-0.0125,
1636.7970,1190.1322,-0.0127,
1636.7970,1190.1322,-0.0127,
1636.2257,1190.0425,-0.0125,
1636.8906,1189.5227,-0.0509,
1636.2257,1190.0425,-0.0125,
1636.3320,1189.4397,-0.0501,
1636.8906,1189.5227,-0.0509,
1636.8906,1189.5227,-0.0509,
1636.3320,1189.4397,-0.0501,
1636.9843,1188.9155,-0.1144,
1636.3320,1189.4397,-0.0501,
1636.4380,1188.8390,-0.1127,
1636.9843,1188.9155,-0.1144,
1636.9843,1188.9155,-0.1144,
1636.4380,1188.8390,-0.1127,
1637.0773,1188.3113,-0.2031,
1636.4380,1188.8390,-0.1127,
1636.5435,1188.2411,-0.2001,
1637.0773,1188.3113,-0.2031,
1637.0773,1188.3113,-0.2031,
1636.5435,1188.2411,-0.2001,
1637.1696,1187.7111,-0.3170,
1636.5435,1188.2411,-0.2001,
1636.6483,1187.6475,-0.3123,
1637.1696,1187.7111,-0.3170,
1637.1696,1187.7111,-0.3170,
1636.6483,1187.6475,-0.3123,
1637.2611,1187.1161,-0.4557,
1636.6483,1187.6475,-0.3123,
1636.7521,1187.0587,-0.4491,
1637.2611,1187.1161,-0.4557,
1637.2611,1187.1161,-0.4557,
1636.7521,1187.0587,-0.4491,
1637.3518,1186.5272,-0.6191,
1636.7521,1187.0587,-0.4491,
1636.8550,1186.4760,-0.6101,
1637.3518,1186.5272,-0.6191,
1637.3518,1186.5272,-0.6191,
1636.8550,1186.4760,-0.6101,
1637.4413,1185.9457,-0.8069,
1636.8550,1186.4760,-0.6101,
1636.9565,1185.9004,-0.7953,
1637.4413,1185.9457,-0.8069,
1637.4413,1185.9457,-0.8069,
1636.9565,1185.9004,-0.7953,
1637.5297,1185.3721,-1.0188,
1636.9565,1185.9004,-0.7953,
1637.0568,1185.3324,-1.0041,
1637.5297,1185.3721,-1.0188,
1637.5297,1185.3721,-1.0188,
1637.0568,1185.3324,-1.0041,
1637.6165,1184.8076,-1.2544,
1637.0568,1185.3324,-1.0041,
1637.1553,1184.7736,-1.2364,
1637.6165,1184.8076,-1.2544,
1637.6165,1184.8076,-1.2544,
1637.1553,1184.7736,-1.2364,
1637.7019,1184.2533,-1.5133,
1637.1553,1184.7736,-1.2364,
1637.2522,1184.2245,-1.4916,
1637.7019,1184.2533,-1.5133,
1637.7019,1184.2533,-1.5133,
1637.2522,1184.2245,-1.4916,
1637.7854,1183.7100,-1.7951,
1637.2522,1184.2245,-1.4916,
1637.3472,1183.6860,-1.7694,
1637.7854,1183.7100,-1.7951,
1637.7854,1183.7100,-1.7951,
1637.3472,1183.6860,-1.7694,
1637.8672,1183.1786,-2.0993,
1637.3472,1183.6860,-1.7694,
1637.4402,1183.1593,-2.0694,
1637.8672,1183.1786,-2.0993,
1637.8672,1183.1786,-2.0993,
1637.4402,1183.1593,-2.0694,
1637.9470,1182.6599,-2.4254,
1637.4402,1183.1593,-2.0694,
1637.5309,1182.6451,-2.3909,
1637.9470,1182.6599,-2.4254,
1637.9470,1182.6599,-2.4254,
1637.5309,1182.6451,-2.3909,
1638.0248,1182.1550,-2.7728,
1637.5309,1182.6451,-2.3909,
1637.6193,1182.1442,-2.7336,
1638.0248,1182.1550,-2.7728,
1638.0248,1182.1550,-2.7728,
1637.6193,1182.1442,-2.7336,
1638.1002,1181.6647,-3.1409,
1637.6193,1182.1442,-2.7336,
1637.7052,1181.6576,-3.0967,
1638.1002,1181.6647,-3.1409,
1638.1002,1181.6647,-3.1409,
1637.7052,1181.6576,-3.0967,
1638.1733,1181.1898,-3.5291,
1637.7052,1181.6576,-3.0967,
1637.7885,1181.1859,-3.4797,
1638.1733,1181.1898,-3.5291,
1638.1733,1181.1898,-3.5291,
1637.7885,1181.1859,-3.4797,
1638.2440,1180.7311,-3.9368,
1637.7885,1181.1859,-3.4797,
1637.8688,1180.7301,-3.8820,
1638.2440,1180.7311,-3.9368,
1638.2440,1180.7311,-3.9368,
1637.8688,1180.7301,-3.8820,
1638.3120,1180.2894,-4.3633,
1637.8688,1180.7301,-3.8820,
1637.9463,1180.2909,-4.3029,
1638.3120,1180.2894,-4.3633,
1638.3120,1180.2894,-4.3633,
1637.9463,1180.2909,-4.3029,
1638.3772,1179.8654,-4.8078,
1637.9463,1180.2909,-4.3029,
1638.0208,1179.8689,-4.7416,
1638.3772,1179.8654,-4.8078,
1638.3772,1179.8654,-4.8078,
1638.0208,1179.8689,-4.7416,
1638.4397,1179.4598,-5.2696,
1638.0208,1179.8689,-4.7416,
1638.0920,1179.4651,-5.1975,
1638.4397,1179.4598,-5.2696,
1638.4397,1179.4598,-5.2696,
1638.0920,1179.4651,-5.1975,
1638.4991,1179.0734,-5.7479,
1638.0920,1179.4651,-5.1975,
1638.1600,1179.0797,-5.6698,
1638.4991,1179.0734,-5.7479,
1638.4991,1179.0734,-5.7479,
1638.1600,1179.0797,-5.6698,
1638.5557,1178.7068,-6.2419,
1638.1600,1179.0797,-5.6698,
1638.2246,1178.7139,-6.1577,
1638.5557,1178.7068,-6.2419,
1637.2974,1190.8275,-0.0000,
1636.7029,1190.7426,0.0000,
1637.3785,1190.2104,-0.0129,
1636.7029,1190.7426,0.0000,
1636.7970,1190.1322,-0.0127,
1637.3785,1190.2104,-0.0129,
1637.3785,1190.2104,-0.0129,
1636.7970,1190.1322,-0.0127,
1637.4596,1189.5945,-0.0516,
1636.7970,1190.1322,-0.0127,
1636.8906,1189.5227,-0.0509,
1637.4596,1189.5945,-0.0516,
1637.4596,1189.5945,-0.0516,
1636.8906,1189.5227,-0.0509,
1637.5403,1188.9807,-0.1161,
1636.8906,1189.5227,-0.0509,
1636.9843,1188.9155,-0.1144,
1637.5403,1188.9807,-0.1161,
1637.5403,1188.9807,-0.1161,
1636.9843,1188.9155,-0.1144,
1637.6207,1188.3700,-0.2062,
1636.9843,1188.9155,-0.1144,
1637.0773,1188.3113,-0.2031,
1637.6207,1188.3700,-0.2062,
1637.6207,1188.3700,-0.2062,
1637.0773,1188.3113,-0.2031,
1637.7004,1187.7635,-0.3218,
1637.0773,1188.3113,-0.2031,
1637.1696,1187.7111,-0.3170,
1637.7004,1187.7635,-0.3218,
1637.7004,1187.7635,-0.3218,
1637.1696,1187.7111,-0.3170,
1637.7795,1187.1624,-0.4626,
1637.1696,1187.7111,-0.3170,
1637.2611,1187.1161,-0.4557,
1637.7795,1187.1624,-0.4626,
1637.7795,1187.1624,-0.4626,
1637.2611,1187.1161,-0.4557,
1637.8578,1186.5676,-0.6285,
1637.2611,1187.1161,-0.4557,
1637.3518,1186.5272,-0.6191,
1637.8578,1186.5676,-0.6285,
1637.8578,1186.5676,-0.6285,
1637.3518,1186.5272,-0.6191,
1637.9351,1185.9801,-0.8192,
1637.3518,1186.5272,-0.6191,
1637.4413,1185.9457,-0.8069,
1637.9351,1185.9801,-0.8192,
1637.9351,1185.9801,-0.8192,
1637.4413,1185.9457,-0.8069,
1638.0112,1185.4010,-1.0342,
1637.4413,1185.9457,-0.8069,
1637.5297,1185.3721,-1.0188,
1638.0112,1185.4010,-1.0342,
1638.0112,1185.4010,-1.0342,
1637.5297,1185.3721,-1.0188,
1638.0862,1184.8312,-1.2733,
1637.5297,1185.3721,-1.0188,
1637.6165,1184.8076,-1.2544,
1638.0862,1184.8312,-1.2733,
1638.0862,1184.8312,-1.2733,
1637.6165,1184.8076,-1.2544,
1638.1599,1184.2717,-1.5361,
1637.6165,1184.8076,-1.2544,
1637.7019,1184.2533,-1.5133,
1638.1599,1184.2717,-1.5361,
1638.1599,1184.2717,-1.5361,
1637.7019,1184.2533,-1.5133,
1638.2319,1183.7234,-1.8220,
1637.7019,1184.2533,-1.5133,
1637.7854,1183.7100,-1.7951,
1638.2319,1183.7234,-1.8220,
1638.2319,1183.7234,-1.8220,
1637.7854,1183.7100,-1.7951,
1638.3025,1183.1875,-2.1306,
1637.7854,1183.7100,-1.7951,
1637.8672,1183.1786,-2.0993,
1638.3025,1183.1875,-2.1306,
1638.3025,1183.1875,-2.1306,
1637.8672,1183.1786,-2.0993,
1638.3712,1182.6648,-2.4614,
1637.8672,1183.1786,-2.0993,
1637.9470,1182.6599,-2.4254,
1638.3712,1182.6648,-2.4614,
1638.3712,1182.6648,-2.4614,
1637.9470,1182.6599,-2.4254,
1638.4381,1182.1560,-2.8138,
1637.9470,1182.6599,-2.4254,
1638.0248,1182.1550,-2.7728,
1638.4381,1182.1560,-2.8138,
1638.4381,1182.1560,-2.8138,
1638.0248,1182.1550,-2.7728,
1638.5031,1181.6622,-3.1871,
1638.0248,1182.1550,-2.7728,
1638.1002,1181.6647,-3.1409,
1638.5031,1181.6622,-3.1871,
1638.5031,1181.6622,-3.1871,
1638.1002,1181.6647,-3.1409,
1638.5660,1181.1842,-3.5809,
1638.1002,1181.6647,-3.1409,
1638.1733,1181.1898,-3.5291,
1638.5660,1181.1842,-3.5809,
1638.5660,1181.1842,-3.5809,
1638.1733,1181.1898,-3.5291,
1638.6267,1180.7227,-3.9942,
1638.1733,1181.1898,-3.5291,
1638.2440,1180.7311,-3.9368,
1638.6267,1180.7227,-3.9942,
1638.6267,1180.7227,-3.9942,
1638.2440,1180.7311,-3.9368,
1638.6851,1180.2787,-4.4265,
1638.2440,1180.7311,-3.9368,
1638.3120,1180.2894,-4.3633,
1638.6851,1180.2787,-4.4265,
1638.6851,1180.2787,-4.4265,
1638.3120,1180.2894,-4.3633,
1638.7411,1179.8528,-4.8771,
1638.3120,1180.2894,-4.3633,
1638.3772,1179.8654,-4.8078,
1638.7411,1179.8528,-4.8771,
1638.7411,1179.8528,-4.8771,
1638.3772,1179.8654,-4.8078,
1638.7947,1179.4459,-5.3450,
1638.3772,1179.8654,-4.8078,
1638.4397,1179.4598,-5.2696,
1638.7947,1179.4459,-5.3450,
1638.7947,1179.4459,-5.3450,
1638.4397,1179.4598,-5.2696,
1638.8457,1179.0586,-5.8296,
1638.4397,1179.4598,-5.2696,
1638.4991,1179.0734,-5.7479,
1638.8457,1179.0586,-5.8296,
1638.8457,1179.0586,-5.8296,
1638.4991,1179.0734,-5.7479,
1638.8939,1178.6915,-6.3300,
1638.4991,1179.0734,-5.7479,
1638.5557,1178.7068,-6.2419,
1638.8939,1178.6915,-6.3300,
1638.8939,1178.6915,-6.3300,
1638.5557,1178.7068,-6.2419,
1638.6089,1178.3605,-6.7508,
1638.5557,1178.7068,-6.2419,
1638.2246,1178.7139,-6.1577,
1638.6089,1178.3605,-6.7508,
1637.9695,1178.3678,-6.5739,
1638.1575,1178.3688,-6.6251,
1638.2246,1178.7139,-6.1577,
1638.1575,1178.3688,-6.6251,
1638.2856,1178.3679,-6.6603,
1638.2246,1178.7139,-6.1577,
1638.2246,1178.7139,-6.1577,
1638.2856,1178.3679,-6.6603,
1638.6089,1178.3605,-6.7508,
1635.5459,1190.5387,0.0000,
1634.9830,1190.4202,0.0000,
1635.6647,1189.9415,-0.0124,
1634.9830,1190.4202,0.0000,
1635.1140,1189.8298,-0.0122,
1635.6647,1189.9415,-0.0124,
1635.6647,1189.9415,-0.0124,
1635.1140,1189.8298,-0.0122,
1635.7834,1189.3455,-0.0494,
1635.1140,1189.8298,-0.0122,
1635.2449,1189.2406,-0.0487,
1635.7834,1189.3455,-0.0494,
1635.7834,1189.3455,-0.0494,
1635.2449,1189.2406,-0.0487,
1635.9019,1188.7513,-0.1111,
1635.2449,1189.2406,-0.0487,
1635.3752,1188.6532,-0.1096,
1635.9019,1188.7513,-0.1111,
1635.9019,1188.7513,-0.1111,
1635.3752,1188.6532,-0.1096,
1636.0194,1188.1602,-0.1973,
1635.3752,1188.6532,-0.1096,
1635.5051,1188.0687,-0.1946,
1636.0194,1188.1602,-0.1973,
1636.0194,1188.1602,-0.1973,
1635.5051,1188.0687,-0.1946,
1636.1364,1187.5730,-0.3080,
1635.5051,1188.0687,-0.1946,
1635.6340,1187.4880,-0.3038,
1636.1364,1187.5730,-0.3080,
1636.1364,1187.5730,-0.3080,
1635.6340,1187.4880,-0.3038,
1636.2524,1186.9906,-0.4428,
1635.6340,1187.4880,-0.3038,
1635.7618,1186.9122,-0.4368,
1636.2524,1186.9906,-0.4428,
1636.2524,1186.9906,-0.4428,
1635.7618,1186.9122,-0.4368,
1636.3672,1186.4141,-0.6016,
1635.7618,1186.9122,-0.4368,
1635.8884,1186.3419,-0.5935,
1636.3672,1186.4141,-0.6016,
1636.3672,1186.4141,-0.6016,
1635.8884,1186.3419,-0.5935,
1636.4807,1185.8445,-0.7841,
1635.8884,1186.3419,-0.5935,
1636.0137,1185.7783,-0.7735,
1636.4807,1185.8445,-0.7841,
1636.4807,1185.8445,-0.7841,
1636.0137,1185.7783,-0.7735,
1636.5927,1185.2825,-0.9901,
1636.0137,1185.7783,-0.7735,
1636.1371,1185.2223,-0.9768,
1636.5927,1185.2825,-0.9901,
1636.5927,1185.2825,-0.9901,
1636.1371,1185.2223,-0.9768,
1636.7028,1184.7291,-1.2192,
1636.1371,1185.2223,-0.9768,
1636.2585,1184.6747,-1.2028,
1636.7028,1184.7291,-1.2192,
1636.7028,1184.7291,-1.2192,
1636.2585,1184.6747,-1.2028,
1636.8110,1184.1854,-1.4709,
1636.2585,1184.6747,-1.2028,
1636.3782,1184.1365,-1.4512,
1636.8110,1184.1854,-1.4709,
1636.8110,1184.1854,-1.4709,
1636.3782,1184.1365,-1.4512,
1636.9172,1183.6522,-1.7450,
1636.3782,1184.1365,-1.4512,
1636.4954,1183.6084,-1.7217,
1636.9172,1183.6522,-1.7450,
1636.9172,1183.6522,-1.7450,
1636.4954,1183.6084,-1.7217,
1637.0212,1183.1301,-2.0409,
1636.4954,1183.6084,-1.7217,
1636.6101,1183.0916,-2.0137,
1637.0212,1183.1301,-2.0409,
1637.0212,1183.1301,-2.0409,
1636.6101,1183.0916,-2.0137,
1637.1227,1182.6205,-2.3581,
1636.6101,1183.0916,-2.0137,
1636.7223,1182.5864,-2.3269,
1637.1227,1182.6205,-2.3581,
1637.1227,1182.6205,-2.3581,
1636.7223,1182.5864,-2.3269,
1637.2216,1182.1238,-2.6962,
1636.7223,1182.5864,-2.3269,
1636.8317,1182.0941,-2.6606,
1637.2216,1182.1238,-2.6962,
1637.2216,1182.1238,-2.6962,
1636.8317,1182.0941,-2.6606,
1637.3177,1181.6410,-3.0546,
1636.8317,1182.0941,-2.6606,
1636.9380,1181.6154,-3.0144,
1637.3177,1181.6410,-3.0546,
1637.3177,1181.6410,-3.0546,
1636.9380,1181.6154,-3.0144,
1637.4110,1181.1729,-3.4326,
1636.9380,1181.6154,-3.0144,
1637.0411,1181.1509,-3.3877,
1637.4110,1181.1729,-3.4326,
1637.4110,1181.1729,-3.4326,
1637.0411,1181.1509,-3.3877,
1637.5011,1180.7202,-3.8297,
1637.0411,1181.1509,-3.3877,
1637.1409,1180.7015,-3.7798,
1637.5011,1180.7202,-3.8297,
1637.5011,1180.7202,-3.8297,
1637.1409,1180.7015,-3.7798,
1637.5880,1180.2837,-4.2452,
1637.1409,1180.7015,-3.7798,
1637.2371,1180.2678,-4.1902,
1637.5880,1180.2837,-4.2452,
1637.5880,1180.2837,-4.2452,
1637.2371,1180.2678,-4.1902,
1637.6716,1179.8640,-4.6785,
1637.2371,1180.2678,-4.1902,
1637.3297,1179.8508,-4.6182,
1637.6716,1179.8640,-4.6785,
1637.6716,1179.8640,-4.6785,
1637.3297,1179.8508,-4.6182,
1637.7517,1179.4619,-5.1287,
1637.3297,1179.8508,-4.6182,
1637.4185,1179.4509,-5.0630,
1637.7517,1179.4619,-5.1287,
1637.7517,1179.4619,-5.1287,
1637.4185,1179.4509,-5.0630,
1637.8281,1179.0782,-5.5952,
1637.4185,1179.4509,-5.0630,
1637.5034,1179.0687,-5.5240,
1637.8281,1179.0782,-5.5952,
1637.8281,1179.0782,-5.5952,
1637.5034,1179.0687,-5.5240,
1637.9008,1178.7134,-6.0772,
1637.5034,1179.0687,-5.5240,
1637.5841,1178.7051,-6.0004,
1637.9008,1178.7134,-6.0772,
1636.1191,1190.6462,0.0000,
1635.5459,1190.5387,0.0000,
1636.2257,1190.0425,-0.0125,
1635.5459,1190.5387,0.0000,
1635.6647,1189.9415,-0.0124,
1636.2257,1190.0425,-0.0125,
1636.2257,1190.0425,-0.0125,
1635.6647,1189.9415,-0.0124,
1636.3320,1189.4397,-0.0501,
1635.6647,1189.9415,-0.0124,
1635.7834,1189.3455,-0.0494,
1636.3320,1189.4397,-0.0501,
1636.3320,1189.4397,-0.0501,
1635.7834,1189.3455,-0.0494,
1636.4380,1188.8390,-0.1127,
1635.7834,1189.3455,-0.0494,
1635.9019,1188.7513,-0.1111,
1636.4380,1188.8390,-0.1127,
1636.4380,1188.8390,-0.1127,
1635.9019,1188.7513,-0.1111,
1636.5435,1188.2411,-0.2001,
1635.9019,1188.7513,-0.1111,
1636.0194,1188.1602,-0.1973,
1636.5435,1188.2411,-0.2001,
1636.5435,1188.2411,-0.2001,
1636.0194,1188.1602,-0.1973,
1636.6483,1187.6475,-0.3123,
1636.0194,1188.1602,-0.1973,
1636.1364,1187.5730,-0.3080,
1636.6483,1187.6475,-0.3123,
1636.6483,1187.6475,-0.3123,
1636.1364,1187.5730,-0.3080,
1636.7521,1187.0587,-0.4491,
1636.1364,1187.5730,-0.3080,
1636.2524,1186.9906,-0.4428,
1636.7521,1187.0587,-0.4491,
1636.7521,1187.0587,-0.4491,
1636.2524,1186.9906,-0.4428,
1636.8550,1186.4760,-0.6101,
1636.2524,1186.9906,-0.4428,
1636.3672,1186.4141,-0.6016,
1636.8550,1186.4760,-0.6101,
1636.8550,1186.4760,-0.6101,
1636.3672,1186.4141,-0.6016,
1636.9565,1185.9004,-0.7953,
1636.3672,1186.4141,-0.6016,
1636.4807,1185.8445,-0.7841,
1636.9565,1185.9004,-0.7953,
1636.9565,1185.9004,-0.7953,
1636.4807,1185.8445,-0.7841,
1637.0568,1185.3324,-1.0041,
1636.4807,1185.8445,-0.7841,
1636.5927,1185.2825,-0.9901,
1637.0568,1185.3324,-1.0041,
1637.0568,1185.3324,-1.0041,
1636.5927,1185.2825,-0.9901,
1637.1553,1184.7736,-1.2364,
1636.5927,1185.2825,-0.9901,
1636.7028,1184.7291,-1.2192,
1637.1553,1184.7736,-1.2364,
1637.1553,1184.7736,-1.2364,
1636.7028,1184.7291,-1.2192,
1637.2522,1184.2245,-1.4916,
1636.7028,1184.7291,-1.2192,
1636.8110,1184.1854,-1.4709,
1637.2522,1184.2245,-1.4916,
1637.2522,1184.2245,-1.4916,
1636.8110,1184.1854,-1.4709,
1637.3472,1183.6860,-1.7694,
1636.8110,1184.1854,-1.4709,
1636.9172,1183.6522,-1.7450,
1637.3472,1183.6860,-1.7694,
1637.3472,1183.6860,-1.7694,
1636.9172,1183.6522,-1.7450,
1637.4402,1183.1593,-2.0694,
1636.9172,1183.6522,-1.7450,
1637.0212,1183.1301,-2.0409,
1637.4402,1183.1593,-2.0694,
1637.4402,1183.1593,-2.0694,
1637.0212,1183.1301,-2.0409,
1637.5309,1182.6451,-2.3909,
1637.0212,1183.1301,-2.0409,
1637.1227,1182.6205,-2.3581,
1637.5309,1182.6451,-2.3909,
1637.5309,1182.6451,-2.3909,
1637.1227,1182.6205,-2.3581,
1637.6193,1182.1442,-2.7336,
1637.1227,1182.6205,-2.3581,
1637.2216,1182.1238,-2.6962,
1637.6193,1182.1442,-2.7336,
1637.6193,1182.1442,-2.7336,
1637.2216,1182.1238,-2.6962,
1637.7052,1181.6576,-3.0967,
1637.2216,1182.1238,-2.6962,
1637.3177,1181.6410,-3.0546,
1637.7052,1181.6576,-3.0967,
1637.7052,1181.6576,-3.0967,
1637.3177,1181.6410,-3.0546,
1637.7885,1181.1859,-3.4797,
1637.3177,1181.6410,-3.0546,
1637.4110,1181.1729,-3.4326,
1637.7885,1181.1859,-3.4797,
1637.7885,1181.1859,-3.4797,
1637.4110,1181.1729,-3.4326,
1637.8688,1180.7301,-3.8820,
1637.4110,1181.1729,-3.4326,
1637.5011,1180.7202,-3.8297,
1637.8688,1180.7301,-3.8820,
1637.8688,1180.7301,-3.8820,
1637.5011,1180.7202,-3.8297,
1637.9463,1180.2909,-4.3029,
1637.5011,1180.7202,-3.8297,
1637.5880,1180.2837,-4.2452,
1637.9463,1180.2909,-4.3029,
1637.9463,1180.2909,-4.3029,
1637.5880,1180.2837,-4.2452,
1638.0208,1179.8689,-4.7416,
1637.5880,1180.2837,-4.2452,
1637.6716,1179.8640,-4.6785,
1638.0208,1179.8689,-4.7416,
1638.0208,1179.8689,-4.7416,
1637.6716,1179.8640,-4.6785,
1638.0920,1179.4651,-5.1975,
1637.6716,1179.8640,-4.6785,
1637.7517,1179.4619,-5.1287,
1638.0920,1179.4651,-5.1975,
1638.0920,1179.4651,-5.1975,
1637.7517,1179.4619,-5.1287,
1638.1600,1179.0797,-5.6698,
1637.7517,1179.4619,-5.1287,
1637.8281,1179.0782,-5.5952,
1638.1600,1179.0797,-5.6698,
1638.1600,1179.0797,-5.6698,
1637.8281,1179.0782,-5.5952,
1638.2246,1178.7139,-6.1577,
1637.8281,1179.0782,-5.5952,
1637.9008,1178.7134,-6.0772,
1638.2246,1178.7139,-6.1577,
1638.2246,1178.7139,-6.1577,
1637.9008,1178.7134,-6.0772,
1637.9695,1178.3678,-6.5739,
1637.9008,1178.7134,-6.0772,
1637.5841,1178.7051,-6.0004,
1637.9695,1178.3678,-6.5739,
1637.3586,1178.3459,-6.4128,
1637.4762,1178.3524,-6.4432,
1637.5841,1178.7051,-6.0004,
1637.4762,1178.3524,-6.4432,
1637.6606,1178.3605,-6.4914,
1637.5841,1178.7051,-6.0004,
1637.5841,1178.7051,-6.0004,
1637.6606,1178.3605,-6.4914,
1637.9695,1178.3678,-6.5739,
1634.4304,1190.2910,-0.0000,
1633.8881,1190.1519,-0.0000,
1634.5735,1189.7078,-0.0120,
1633.8881,1190.1519,-0.0000,
1634.0428,1189.5754,-0.0119,
1634.5735,1189.7078,-0.0120,
1634.5735,1189.7078,-0.0120,
1634.0428,1189.5754,-0.0119,
1634.7163,1189.1252,-0.0481,
1634.0428,1189.5754,-0.0119,
1634.1974,1188.9999,-0.0475,
1634.7163,1189.1252,-0.0481,
1634.7163,1189.1252,-0.0481,
1634.1974,1188.9999,-0.0475,
1634.8586,1188.5448,-0.1082,
1634.1974,1188.9999,-0.0475,
1634.3513,1188.4263,-0.1068,
1634.8586,1188.5448,-0.1082,
1634.8586,1188.5448,-0.1082,
1634.3513,1188.4263,-0.1068,
1635.0002,1187.9669,-0.1921,
1634.3513,1188.4263,-0.1068,
1634.5046,1187.8552,-0.1897,
1635.0002,1187.9669,-0.1921,
1635.0002,1187.9669,-0.1921,
1634.5046,1187.8552,-0.1897,
1635.1409,1187.3929,-0.2998,
1634.5046,1187.8552,-0.1897,
1634.6570,1187.2880,-0.2960,
1635.1409,1187.3929,-0.2998,
1635.1409,1187.3929,-0.2998,
1634.6570,1187.2880,-0.2960,
1635.2805,1186.8236,-0.4311,
1634.6570,1187.2880,-0.2960,
1634.8081,1186.7251,-0.4256,
1635.2805,1186.8236,-0.4311,
1635.2805,1186.8236,-0.4311,
1634.8081,1186.7251,-0.4256,
1635.4187,1186.2598,-0.5857,
1634.8081,1186.7251,-0.4256,
1634.9578,1186.1678,-0.5784,
1635.4187,1186.2598,-0.5857,
1635.4187,1186.2598,-0.5857,
1634.9578,1186.1678,-0.5784,
1635.5553,1185.7024,-0.7635,
1634.9578,1186.1678,-0.5784,
1635.1057,1185.6168,-0.7539,
1635.5553,1185.7024,-0.7635,
1635.5553,1185.7024,-0.7635,
1635.1057,1185.6168,-0.7539,
1635.6901,1185.1525,-0.9641,
1635.1057,1185.6168,-0.7539,
1635.2517,1185.0730,-0.9520,
1635.6901,1185.1525,-0.9641,
1635.6901,1185.1525,-0.9641,
1635.2517,1185.0730,-0.9520,
1635.8230,1184.6106,-1.1872,
1635.2517,1185.0730,-0.9520,
1635.3955,1184.5372,-1.1724,
1635.8230,1184.6106,-1.1872,
1635.8230,1184.6106,-1.1872,
1635.3955,1184.5372,-1.1724,
1635.9535,1184.0780,-1.4325,
1635.3955,1184.5372,-1.1724,
1635.5370,1184.0103,-1.4146,
1635.9535,1184.0780,-1.4325,
1635.9535,1184.0780,-1.4325,
1635.5370,1184.0103,-1.4146,
1636.0817,1183.5554,-1.6995,
1635.5370,1184.0103,-1.4146,
1635.6759,1183.4930,-1.6784,
1636.0817,1183.5554,-1.6995,
1636.0817,1183.5554,-1.6995,
1635.6759,1183.4930,-1.6784,
1636.2072,1183.0435,-1.9879,
1635.6759,1183.4930,-1.6784,
1635.8119,1182.9863,-1.9633,
1636.2072,1183.0435,-1.9879,
1636.2072,1183.0435,-1.9879,
1635.8119,1182.9863,-1.9633,
1636.3297,1182.5433,-2.2971,
1635.8119,1182.9863,-1.9633,
1635.9449,1182.4912,-2.2688,
1636.3297,1182.5433,-2.2971,
1636.3297,1182.5433,-2.2971,
1635.9449,1182.4912,-2.2688,
1636.4493,1182.0554,-2.6267,
1635.9449,1182.4912,-2.2688,
1636.0747,1182.0079,-2.5945,
1636.4493,1182.0554,-2.6267,
1636.4493,1182.0554,-2.6267,
1636.0747,1182.0079,-2.5945,
1636.5657,1181.5808,-2.9762,
1636.0747,1182.0079,-2.5945,
1636.2009,1181.5377,-2.9398,
1636.5657,1181.5808,-2.9762,
1636.5657,1181.5808,-2.9762,
1636.2009,1181.5377,-2.9398,
1636.6786,1181.1201,-3.3449,
1636.2009,1181.5377,-2.9398,
1636.3236,1181.0811,-3.3043,
1636.6786,1181.1201,-3.3449,
1636.6786,1181.1201,-3.3449,
1636.3236,1181.0811,-3.3043,
1636.7878,1180.6743,-3.7324,
1636.3236,1181.0811,-3.3043,
1636.4423,1180.6388,-3.6872,
1636.7878,1180.6743,-3.7324,
